one_enum_param	orig_enum	tidied_enum	orig_matched_dist	matched_pref_dist	matched_text	matchType	id	prefLabel
samp_type_enum	water from treatment plant	water from treatment plant	0.220	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
samp_weather_enum	clear sky	clear sky	0.255	0.000	CLEAR	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205305	clear
samp_weather_enum	cloudy	cloudy	0.000	0.000	CLOUDY	PREF	http://www.co-ode.org/ontologies/galen#cloudy	cloudy
samp_weather_enum	foggy	foggy						
samp_weather_enum	hail	hail	0.000	0.000	HAIL	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#43525	hail
samp_weather_enum	rain	rain	0.000	0.258	RAIN	SYN	http://purl.bioontology.org/ontology/OMIM/609623	RAS-INTERACTING PROTEIN 1
samp_weather_enum	sleet	sleet	0.000	0.000	SLEET	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0681775	sleet
samp_weather_enum	snow	snow	0.000	0.000	SNOW	PREF	http://sweetontology.net/matrWater/Snow	snow
samp_weather_enum	sunny	sunny	0.000	0.000	SUNNY	PREF	http://purl.jp/bio/11/meo/MEO_0001390	sunny
samp_weather_enum	windy	windy						
season_use_enum	Fall	Fall	0.000	0.000	FALL	PREF	http://purl.bioontology.org/ontology/ICPC2P/A80002	fall
season_use_enum	Spring	Spring	0.000	0.413	SPRING	SYN	http://purl.obolibrary.org/obo/PR_Q8BTG6	SREBP regulating gene protein (mouse)
season_use_enum	Summer	Summer	0.000	0.000	SUMMER	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0241301	summer
season_use_enum	Winter	Winter	0.000	0.251	WINTER	SYN	http://purl.jp/bio/11/meo/MEO_0001290	winter season
sediment_type_enum	biogenous	biogenous						
sediment_type_enum	cosmogenous	cosmogenous						
sediment_type_enum	hydrogenous	hydrogenous						
sediment_type_enum	lithogenous	lithogenous						
seq_meth_enum	454 GS	454 GS	0.209	0.000	454	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/732756007	454
seq_meth_enum	454 GS 20	454 GS 20	0.380	0.000	454	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/732756007	454
seq_meth_enum	454 GS FLX	454 GS FLX	0.000	0.418	454 GS FLX	SYN	http://purl.obolibrary.org/obo/OBI_0000702	454 Genome Sequencer FLX
seq_meth_enum	454 GS FLX Titanium	454 GS FLX Titanium	0.232	0.418	454 GS FLX	SYN	http://purl.obolibrary.org/obo/OBI_0000702	454 Genome Sequencer FLX
seq_meth_enum	454 GS FLX+	454 GS FLX+	0.034	0.418	454 GS FLX	SYN	http://purl.obolibrary.org/obo/OBI_0000702	454 Genome Sequencer FLX
seq_meth_enum	454 GS Junior	454 GS Junior	0.458	0.000	454	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/732756007	454
seq_meth_enum	AB 310 Genetic Analyzer	AB 310 Genetic Analyzer	0.736	0.000	310	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/784550003	310
seq_meth_enum	AB 3130 Genetic Analyzer	AB 3130 Genetic Analyzer	0.410	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 3130xL Genetic Analyzer	AB 3130xL Genetic Analyzer	0.434	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 3500 Genetic Analyzer	AB 3500 Genetic Analyzer	0.639	0.000	3500	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#3500	3500
seq_meth_enum	AB 3500xL Genetic Analyzer	AB 3500xL Genetic Analyzer	0.434	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 3730 Genetic Analyzer	AB 3730 Genetic Analyzer	0.410	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 3730xL Genetic Analyzer	AB 3730xL Genetic Analyzer	0.434	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 5500 Genetic Analyzer	AB 5500 Genetic Analyzer	0.423	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 5500xl Genetic Analyzer	AB 5500xl Genetic Analyzer	0.445	0.000	GENETIC	PREF	http://www.cea.fr/ontotoxnuc#Genetique	genetic
seq_meth_enum	AB 5500xl-W Genetic Analysis System	AB 5500xl W Genetic Analysis System	0.149	0.270	GENETIC ANALYSIS	SYN	http://purl.bioontology.org/ontology/PDQ/CDR0000043164	molecular genetic technique
seq_meth_enum	AB SOLiD 3 Plus System	AB SOLiD 3 Plus System	0.029	0.000	SOLID 3 PLUS SYSTEM	PREF	http://purl.obolibrary.org/obo/OBI_0002007	SOLiD 3 Plus System
seq_meth_enum	AB SOLiD 4 System	AB SOLiD 4 System	0.000	0.000	AB SOLID 4 SYSTEM	PREF	http://www.ebi.ac.uk/efo/EFO_0004438	AB SOLiD 4 System
seq_meth_enum	AB SOLiD 4hq System	AB SOLiD 4hq System	0.000	0.000	AB SOLID 4HQ SYSTEM	PREF	http://www.ebi.ac.uk/efo/EFO_0004441	AB SOLiD 4hq System
seq_meth_enum	AB SOLiD PI System	AB SOLiD PI System	0.000	0.000	AB SOLID PI SYSTEM	PREF	http://www.ebi.ac.uk/efo/EFO_0004437	AB SOLiD PI System
seq_meth_enum	AB SOLiD System	AB SOLiD System	0.000	0.000	AB SOLID SYSTEM	PREF	http://purl.obolibrary.org/obo/OBI_0000696	AB SOLiD System
seq_meth_enum	AB SOLiD System 2.0	AB SOLiD System 2 0	0.064	0.000	AB SOLID SYSTEM	PREF	http://purl.obolibrary.org/obo/OBI_0000696	AB SOLiD System
seq_meth_enum	AB SOLiD System 3.0	AB SOLiD System 3 0	0.064	0.000	AB SOLID SYSTEM	PREF	http://purl.obolibrary.org/obo/OBI_0000696	AB SOLiD System
seq_meth_enum	BGISEQ-500	BGISEQ 500	0.355	1.000	500	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16876	Montserrat
seq_meth_enum	GridION	GridION						
seq_meth_enum	Illumina Genome Analyzer	Illumina Genome Analyzer	0.000	0.000	ILLUMINA GENOME ANALYZER	PREF	http://purl.obolibrary.org/obo/OBI_0002128	Illumina Genome Analyzer
seq_meth_enum	Illumina Genome Analyzer II	Illumina Genome Analyzer II	0.000	0.000	ILLUMINA GENOME ANALYZER II	PREF	http://www.ebi.ac.uk/efo/EFO_0004201	Illumina Genome Analyzer II
seq_meth_enum	Illumina Genome Analyzer IIx	Illumina Genome Analyzer IIx	0.000	0.000	ILLUMINA GENOME ANALYZER IIX	PREF	http://www.ebi.ac.uk/efo/EFO_0004202	Illumina Genome Analyzer IIx
seq_meth_enum	Illumina HiScanSQ	Illumina HiScanSQ	0.170	0.193	ILLUMINA	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146817	Illumina Sequencing
seq_meth_enum	Illumina HiSeq 1000	Illumina HiSeq 1000	0.000	0.000	ILLUMINA HISEQ 1000	PREF	http://www.ebi.ac.uk/efo/EFO_0004204	Illumina HiSeq 1000
seq_meth_enum	Illumina HiSeq 1500	Illumina HiSeq 1500	0.000	0.000	ILLUMINA HISEQ 1500	PREF	http://www.ebi.ac.uk/efo/EFO_0011027	Illumina HiSeq 1500
seq_meth_enum	Illumina HiSeq 2000	Illumina HiSeq 2000	0.000	0.000	ILLUMINA HISEQ 2000	PREF	http://www.ebi.ac.uk/efo/EFO_0004203	Illumina HiSeq 2000
seq_meth_enum	Illumina HiSeq 2500	Illumina HiSeq 2500	0.000	0.000	ILLUMINA HISEQ 2500	PREF	http://purl.obolibrary.org/obo/OBI_0002002	Illumina HiSeq 2500
seq_meth_enum	Illumina HiSeq 3000	Illumina HiSeq 3000	0.000	0.000	ILLUMINA HISEQ 3000	PREF	http://www.ebi.ac.uk/efo/EFO_0008564	Illumina HiSeq 3000
seq_meth_enum	Illumina HiSeq 4000	Illumina HiSeq 4000	0.000	0.000	ILLUMINA HISEQ 4000	PREF	http://purl.obolibrary.org/obo/OBI_0002049	Illumina HiSeq 4000
seq_meth_enum	Illumina HiSeq X Five	Illumina HiSeq X Five	0.043	0.000	ILLUMINA HISEQ X	PREF	http://www.ebi.ac.uk/efo/EFO_0008567	Illumina HiSeq X
seq_meth_enum	Illumina HiSeq X Ten	Illumina HiSeq X Ten	0.000	0.000	ILLUMINA HISEQ X TEN	PREF	http://purl.obolibrary.org/obo/OBI_0002129	Illumina HiSeq X Ten
seq_meth_enum	Illumina MiSeq	Illumina MiSeq	0.000	0.270	ILLUMINA MISEQ	SYN	http://purl.obolibrary.org/obo/OBI_0002003	MiSeq
seq_meth_enum	Illumina NextSeq 500	Illumina NextSeq 500	0.000	0.224	ILLUMINA NEXTSEQ 500	SYN	http://purl.obolibrary.org/obo/OBI_0002021	NextSeq 500
seq_meth_enum	Illumina NextSeq 550	Illumina NextSeq 550	0.000	0.000	ILLUMINA NEXTSEQ 550	PREF	http://www.ebi.ac.uk/efo/EFO_0008566	Illumina NextSeq 550
seq_meth_enum	Ion Torrent PGM	Ion Torrent PGM	0.082	0.287	ION TORRENT	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125894	Ion Semiconductor Sequencing
seq_meth_enum	Ion Torrent Proton	Ion Torrent Proton	0.027	0.287	ION TORRENT	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125894	Ion Semiconductor Sequencing
seq_meth_enum	Ion Torrent S5	Ion Torrent S5	0.063	0.287	ION TORRENT	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125894	Ion Semiconductor Sequencing
seq_meth_enum	Ion Torrent S5 XL	Ion Torrent S5 XL	0.135	0.287	ION TORRENT	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125894	Ion Semiconductor Sequencing
seq_meth_enum	MinION	MinION						
seq_meth_enum	PacBio RS	PacBio RS	0.184	0.822	PACBIO	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146819	SMRT Sequencing
seq_meth_enum	PacBio RS II	PacBio RS II	0.000	0.000	PACBIO RS II	PREF	http://purl.obolibrary.org/obo/OBI_0002012	PacBio RS II
seq_meth_enum	PromethION	PromethION	0.000	0.127	PROMETHION	SYN	http://purl.obolibrary.org/obo/OBI_0002752	Oxford Nanopore PromethION
seq_meth_enum	Sequel	Sequel	0.000	0.635	SEQUEL	SYN	https://go.drugbank.com/drugs/DB16164	Fenpyroximate
shading_device_cond_enum	damaged	damaged	0.000	0.000	DAMAGED	PREF	http://purl.org/obo/owl/PATO#PATO_0001167	damaged
shading_device_cond_enum	needs repair	needs repair	0.239	0.000	NEEDS	PREF	http://doe-generated-ontology.com/OntoAD#C0027552	Needs
shading_device_cond_enum	new	new	0.000	0.000	NEW	PREF	http://www.limics.fr/ontologies/menelastop/new	new
shading_device_cond_enum	rupture	rupture	0.000	0.000	RUPTURE	PREF	http://purl.bioontology.org/ontology/LNC/LA7470-3	Rupture
shading_device_cond_enum	visible wear	visible wear	0.167	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
shading_device_type_enum	bahama shutters	bahama shutters	0.278	0.039	BAHAMA	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#1681	bahamas
shading_device_type_enum	exterior roll blind	exterior roll blind	0.260	0.454	EXTERIOR	SYN	http://purl.jp/bio/11/meo/MEO_0001458	outside
shading_device_type_enum	gambrel awning	gambrel awning	0.239	0.686	GAMBREL	SYN	http://purl.obolibrary.org/obo/UBERON_0001488	ankle joint
shading_device_type_enum	hood awning	hood awning	0.368	0.000	HOOD	PREF	http://purl.obolibrary.org/obo/GSSO_008659	hood
shading_device_type_enum	porchroller awning	porchroller awning						
shading_device_type_enum	sarasota shutters	sarasota shutters	0.123	0.000	SARASOTA	PREF	http://purl.obolibrary.org/obo/GAZ_22225300	Sarasota
shading_device_type_enum	slatted aluminum	slatted aluminum	0.207	0.000	ALUMINUM	PREF	http://www.phoc.org.cn/pmo/class/PMO_00015420	Aluminum
shading_device_type_enum	solid aluminum awning	solid aluminum awning	0.454	0.317	SOLID	SYN	http://doe-generated-ontology.com/OntoAD#C0302909	solid substance
shading_device_type_enum	sun screen	sun screen	0.278	1.000	SUN	SYN	http://purl.obolibrary.org/obo/OGG_3000948297	rho
shading_device_type_enum	tree	tree	0.000	0.660	TREE	SYN	http://purl.obolibrary.org/obo/PO_0000003	whole plant
shading_device_type_enum	trellis	trellis						
shading_device_type_enum	venetian awning	venetian awning						
single_cell_lysis_appr_enum	chemical	chemical	0.000	0.000	CHEMICAL	PREF	http://purl.obolibrary.org/obo/BiPOm#Chemical	chemical
single_cell_lysis_appr_enum	combination	combination	0.000	0.228	COMBINATION	SYN	http://purl.bioontology.org/ontology/SNOMEDCT/89780004	Combined
single_cell_lysis_appr_enum	enzymatic	enzymatic	0.000	0.000	ENZYMATIC	PREF	http://purl.obolibrary.org/obo/SO_0001185	enzymatic
single_cell_lysis_appr_enum	physical	physical	0.000	0.000	PHYSICAL	PREF	http://bmi.utah.edu/ontologies/peontology/C0205485	physical
sort_tech_enum	flow cytometric cell sorting	flow cytometric cell sorting	0.073	0.073	FLOW CYTOMETRIC	SYN	https://pat.nichd.nih.gov/patinvestigativetechniques/IT.04.09	Flow Cytometry
sort_tech_enum	lazer-tweezing	lazer tweezing						
sort_tech_enum	microfluidics	microfluidics	0.000	0.000	MICROFLUIDICS	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#J01.897.520.500.500	Microfluidics
sort_tech_enum	micromanipulation	micromanipulation	0.000	0.000	MICROMANIPULATION	PREF	http://purl.jp/bio/4/id/201206044465246560	Micromanipulation
sort_tech_enum	optical manipulation	optical manipulation	0.125	0.000	OPTICAL	PREF	http://dicom.nema.org/resources/ontology/DCM/111752	Optical
sort_tech_enum	other	other						
source_uvig_enum	isolate microbial genome	isolate microbial genome	0.198	0.000	ISOLATE	PREF	http://rest.phyloviz.net/ontology#Isolate	Isolate
source_uvig_enum	metagenome (not viral targeted)	metagenome (not viral targeted)	0.182	0.000	METAGENOME	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G05.360.340.550	Metagenome
source_uvig_enum	metatranscriptome (not viral targeted)	metatranscriptome (not viral targeted)	0.506	0.000	VIRAL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27985	Viral
source_uvig_enum	microbial single amplified genome (SAG)	microbial single amplified genome (SAG)	0.319	0.000	MICROBIAL	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0599840	microbial
source_uvig_enum	other	other						
source_uvig_enum	sequence-targeted metagenome	sequence targeted metagenome	0.190	0.000	SEQUENCE	PREF	http://www.bootstrep.eu/ontology/GRO#Sequence	sequence
source_uvig_enum	sequence-targeted RNA metagenome	sequence targeted RNA metagenome	0.224	0.000	SEQUENCE	PREF	http://www.bootstrep.eu/ontology/GRO#Sequence	sequence
source_uvig_enum	viral fraction metagenome (virome)	viral fraction metagenome (virome)	0.428	0.000	VIRAL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27985	Viral
source_uvig_enum	viral fraction RNA metagenome (RNA virome)	viral fraction RNA metagenome (RNA virome)	0.412	0.000	VIRAL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27985	Viral
source_uvig_enum	viral single amplified genome (vSAG)	viral single amplified genome (vSAG)	0.413	0.000	VIRAL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27985	Viral
special_diet_enum	low carb	low carb	0.000	0.000	LOW CARB	PREF	http://purl.obolibrary.org/obo/MVC_0000505	low carb
special_diet_enum	other(to be specified)	other(to be specified)	0.272	0.000	SPECIFIED	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38024	Specified
special_diet_enum	reduced calorie	reduced calorie	0.000	0.000	REDUCED CALORIE	PREF	http://purl.obolibrary.org/obo/MVC_0000507	reduced calorie
special_diet_enum	vegetarian	vegetarian	0.000	0.000	VEGETARIAN	PREF	http://purl.bioontology.org/ontology/MEDDRA/10047179	Vegetarian
specific_enum	as built	as built						
specific_enum	bid	bid	0.000	0.653	BID	SYN	http://purl.obolibrary.org/obo/PR_P55957	BH3-interacting domain death agonist (human)
specific_enum	construction	construction	0.000	0.000	CONSTRUCTION	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/410615009	Construction
specific_enum	design	design	0.000	0.000	DESIGN	PREF	http://purl.jp/bio/4/id/200906051832103268	DESIGN
specific_enum	operation	operation	0.000	0.000	OPERATION	PREF	http://purl.obolibrary.org/obo/WSIO_operation_001	Operation
specific_enum	photos	photos						
sr_dep_env_enum	Fluvioldeltaic	Fluvioldeltaic						
sr_dep_env_enum	Fluviomarine	Fluviomarine						
sr_dep_env_enum	Lacustine	Lacustine						
sr_dep_env_enum	Marine	Marine	0.000	0.000	MARINE	PREF	http://purl.obolibrary.org/obo/RoleO_0000305	marine
sr_dep_env_enum	other	other						
sr_geol_age_enum	Archean	Archean						
sr_geol_age_enum	Cambrian	Cambrian						
sr_geol_age_enum	Carboniferous	Carboniferous						
sr_geol_age_enum	Cenozoic	Cenozoic						
sr_geol_age_enum	Cretaceous	Cretaceous						
sr_geol_age_enum	Devonian	Devonian						
sr_geol_age_enum	Jurassic	Jurassic						
sr_geol_age_enum	Mesozoic	Mesozoic						
sr_geol_age_enum	Neogene	Neogene	0.000	0.000	NEOGENE	PREF	http://purl.bioontology.org/ontology/NCBITAXON/523149	Neogene
sr_geol_age_enum	Ordovician	Ordovician						
sr_geol_age_enum	other	other						
sr_geol_age_enum	Paleogene	Paleogene						
sr_geol_age_enum	Paleozoic	Paleozoic						
sr_geol_age_enum	Permian	Permian						
sr_geol_age_enum	Precambrian	Precambrian						
sr_geol_age_enum	Proterozoic	Proterozoic						
sr_geol_age_enum	Silurian	Silurian						
sr_geol_age_enum	Triassic	Triassic						
sr_kerog_type_enum	other	other						
sr_kerog_type_enum	Type I	Type I	0.000	0.581	TYPE I	SYN	http://purl.obolibrary.org/obo/FBbt_00049371	adult lateral horn PD2b1 neuron
sr_kerog_type_enum	Type II	Type II	0.000	0.000	TYPE II	PREF	http://purl.bioontology.org/ontology/LNC/LA26023-4	Type II
sr_kerog_type_enum	Type III	Type III	0.000	0.000	TYPE III	PREF	http://neuromorpho.org/ontologies/morphologyH.owl#NMOCt_224	type III
sr_kerog_type_enum	Type IV	Type IV	0.000	0.228	TYPE IV	SYN	http://purl.bioontology.org/ontology/SNOMEDCT/258201003	Type 4
sr_lithology_enum	Biosilicieous	Biosilicieous						
sr_lithology_enum	Carbonate	Carbonate	0.000	0.101	CARBONATE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82598	Carbonate Ion
sr_lithology_enum	Clastic	Clastic						
sr_lithology_enum	Coal	Coal	0.000	0.000	COAL	PREF	http://www.co-ode.org/ontologies/galen#Coal	Coal
sr_lithology_enum	other	other						
study_complt_stat_enum	lost to follow up	lost to follow up	0.000	0.023	LOST TO FOLLOW UP	SYN	http://purl.jp/bio/4/id/201106020251240308	Lost to Follow-Up
study_complt_stat_enum	non-compliance	non compliance	0.042	0.000	NON COMPLIANCE	PREF	http://purl.jp/bio/4/id/200906036542815109	non compliance
study_complt_stat_enum	other-specify	other specify	0.219	0.407	SPECIFY	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159629	Specify Number of Lymph Nodes Examined
substructure_type_enum	basement	basement	0.000	0.665	BASEMENT	SYN	http://purl.jp/bio/11/meo/MEO_0000638	cellar
substructure_type_enum	crawlspace	crawlspace						
substructure_type_enum	slab on grade	slab on grade	0.394	0.625	SLAB	SYN	http://purl.obolibrary.org/obo/PR_Q9VA70	neutral ceramidase (fruit fly)
surf_air_cont_enum	biocides	biocides	0.000	0.000	BIOCIDES	PREF	http://doe-generated-ontology.com/OntoAD#C0444414	Biocides
surf_air_cont_enum	biological contaminants	biological contaminants	0.210	0.000	BIOLOGICAL	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205460	biological
surf_air_cont_enum	dust	dust	0.000	0.000	DUST	PREF	http://purl.bioontology.org/ontology/HL7/C1697246	dust
surf_air_cont_enum	nutrients	nutrients	0.000	0.132	NUTRIENTS	SYN	http://id.nlm.nih.gov/mesh/D000078622	Macronutrients
surf_air_cont_enum	organic matter	organic matter	0.000	0.000	ORGANIC MATTER	PREF	http://sweetontology.net/realmSoil/OrganicMatter	organic matter
surf_air_cont_enum	particulate matter	particulate matter	0.000	0.000	PARTICULATE MATTER	PREF	http://www.phoc.org.cn/pmo/class/PMO_00024279	Particulate Matter
surf_air_cont_enum	radon	radon	0.000	0.000	RADON	PREF	http://localhost/plosthes.2017-1#8791	Radon
surf_air_cont_enum	volatile organic compounds	volatile organic compounds	0.000	0.000	VOLATILE ORGANIC COMPOUNDS	PREF	http://purl.bioontology.org/ontology/MESH/D055549	Volatile Organic Compounds
surf_material_enum	adobe	adobe	0.000	0.000	ADOBE	PREF	http://purl.obolibrary.org/obo/ENVO_00002870	adobe
surf_material_enum	carpet	carpet	0.000	0.000	CARPET	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/5541000124106	Carpet
surf_material_enum	cinder blocks	cinder blocks	0.262	0.500	CINDER	SYN	http://purl.obolibrary.org/obo/ENVO_01000662	scoria
surf_material_enum	concrete	concrete	0.000	0.000	CONCRETE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0557857	concrete
surf_material_enum	glass	glass	0.000	0.000	GLASS	PREF	http://id.nlm.nih.gov/mesh/D005898	Glass
surf_material_enum	hay bales	hay bales	0.304	0.000	HAY	PREF	http://purl.obolibrary.org/obo/ENVO_00002869	hay
surf_material_enum	metal	metal	0.000	0.000	METAL	PREF	http://www.semanticweb.org/dellvostro3750/ontologies/2018/2/untitled-ontology-10#metal	metal
surf_material_enum	paint	paint	0.000	0.132	PAINT	SYN	http://id.nlm.nih.gov/mesh/D010151	Paintings
surf_material_enum	plastic	plastic	0.000	0.000	PLASTIC	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/61088005	Plastic
surf_material_enum	stainless steel	stainless steel	0.000	0.000	STAINLESS STEEL	PREF	http://localhost/plosthes.2017-1#2786	Stainless steel
surf_material_enum	stone	stone	0.000	0.000	STONE	PREF	http://purl.obolibrary.org/obo/UO_0010035	stone
surf_material_enum	stucco	stucco	0.000	0.733	STUCCO	SYN	http://purl.obolibrary.org/obo/ENVO_01000476	plaster
surf_material_enum	tile	tile	0.000	0.000	TILE	PREF	http://purl.obolibrary.org/obo/ENVO_01000514	tile
surf_material_enum	vinyl	vinyl	0.000	0.265	VINYL	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#9952	polyvinyl chloride
surf_material_enum	wood	wood	0.000	0.745	WOOD	SYN	http://purl.obolibrary.org/obo/ENVO_00000111	forested area
tax_ident_enum	16S rRNA gene	16S rRNA gene	0.000	0.190	16S RRNA GENE	SYN	http://purl.obolibrary.org/obo/SO_0002237	rRNA_16S_gene
tax_ident_enum	multi-marker approach	multi marker approach	0.559	0.151	MULTI	SYN	http://purl.obolibrary.org/obo/NCIT_C17648	Multiple
tax_ident_enum	other	other						
tidal_stage_enum	ebb tide	ebb tide	0.225	0.000	EBB	PREF	http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000005	Ebb
tidal_stage_enum	flood tide	flood tide	0.192	0.000	FLOOD	PREF	http://sweetontology.net/phenHydro/Flood	flood
tidal_stage_enum	high tide	high tide	0.000	0.000	HIGH TIDE	PREF	http://sweetontology.net/stateTimeCycle/HighTide	high tide
tidal_stage_enum	low tide	low tide	0.000	0.000	LOW TIDE	PREF	http://sweetontology.net/stateTimeCycle/LowTide	low tide
tillage_enum	chisel	chisel	0.000	0.000	CHISEL	PREF	http://purl.bioontology.org/ontology/SNMI/A-45540	Chisel
tillage_enum	cutting disc	cutting disc	0.136	0.000	CUTTING	PREF	http://purl.bioontology.org/ontology/MEDLINEPLUS/C3496294	Cutting
tillage_enum	disc plough	disc plough	0.397	0.423	DISC	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73648	Disk Shape
tillage_enum	drill	drill	0.000	0.000	DRILL	PREF	http://purl.obolibrary.org/obo/ERO_0001833	drill
tillage_enum	mouldboard	mouldboard						
tillage_enum	ridge till	ridge till	0.283	0.000	RIDGE	PREF	http://sweetontology.net/reprSpaceGeometry/Ridge	ridge
tillage_enum	strip tillage	strip tillage	0.282	0.000	STRIP	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/758679000	Strip
tillage_enum	tined	tined	0.000	1.000	TINED	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#36564	36564
tillage_enum	zonal tillage	zonal tillage	0.219	0.329	ZONAL	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43428	Zone
train_line_enum	green	green	0.000	0.000	GREEN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0332583	green
train_line_enum	orange	orange	0.000	0.000	ORANGE	PREF	http://purl.obolibrary.org/obo/GAZ_22222827	Orange
train_line_enum	red	red	0.000	0.000	RED	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C1260956	red
train_stat_loc_enum	forest hills	forest hills	0.000	0.000	FOREST HILLS	PREF	http://purl.obolibrary.org/obo/GAZ_00243703	Forest Hills
train_stat_loc_enum	riverside	riverside	0.000	0.000	RIVERSIDE	PREF	http://purl.obolibrary.org/obo/GAZ_00438533	Riverside
train_stat_loc_enum	south station above ground	south station above ground	0.295	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
train_stat_loc_enum	south station amtrak	south station amtrak	0.326	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
train_stat_loc_enum	south station underground	south station underground	0.289	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
train_stop_loc_enum	downtown	downtown						
train_stop_loc_enum	end	end	0.000	0.436	END	SYN	http://purl.obolibrary.org/obo/ZFA_0000340	dorsal entopeduncular nucleus of ventral telencephalon
train_stop_loc_enum	mid	mid	0.000	1.000	MID	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#35439	35439
trophic_level_enum	autotroph	autotroph	0.000	0.000	AUTOTROPH	PREF	http://www.projecthalo.com/aura#Autotroph	Autotroph
trophic_level_enum	carboxydotroph	carboxydotroph	0.000	0.038	CARBOXYDOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04043	Carboxydotrophic
trophic_level_enum	chemoautolithotroph	chemoautolithotroph						
trophic_level_enum	chemoautotroph	chemoautotroph	0.000	0.000	CHEMOAUTOTROPH	PREF	http://www.projecthalo.com/aura#Chemoautotroph	Chemoautotroph
trophic_level_enum	chemoheterotroph	chemoheterotroph	0.000	0.000	CHEMOHETEROTROPH	PREF	http://www.projecthalo.com/aura#Chemoheterotroph	Chemoheterotroph
trophic_level_enum	chemolithoautotroph	chemolithoautotroph	0.000	0.020	CHEMOLITHOAUTOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04040	Chemolithoautotrophic
trophic_level_enum	chemolithotroph	chemolithotroph	0.000	0.027	CHEMOLITHOTROPH	SYN	http://purl.jp/bio/10/mpo#MPO_04034	Chemolithotrophic
